,title,id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
5327,GameStop / Erik Jones Paint Scheme Pack,525183,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
5328,Darlington Throwback Paint Scheme Pack 1,525184,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
5329,Pixel Puzzles Ultimate - Puzzle Pack: Cats,467500,DL Softworks,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2016
5330,Toyota Paint Scheme Pack 1,525185,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
5331,War Cube,527800,Artur Rezende,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5332,Shop-n-Spree: Shopping Paradise,527890,ViquaSoft,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5333,Mystery Chronicle: One Way Heroics,409000,"Spike Chunsoft Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
5334,DEAD RISING®,427190,Capcom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5335,Character: Mai Shiranui,514330,"Team NINJA,KOEI TECMO GAMES CO., LTD.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5336,FSX Steam Edition: Night Environment: Florida Add-On,494526,Chris Bell – Creative Design Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5337,Starship Annihilator - Soundtrack,529400,IR Studio,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5338,Boulder Dash - 30th Anniversary,502320,BBG Entertainment GmbH,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5339,The Bouldering Comp by Peter Liepa,505451,BBG Entertainment GmbH,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5340,Avadon 3: The Warborn,460780,Spiderweb Software,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
5341,Conga Master,489720,Undercoders,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5342,Pure Hold'em - Bold Card Deck,438900,VooFoo Studios,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2016
5343,Escape The Past,486120,3DDUO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5344,American Truck Simulator - Steering Creations Pack,520550,SCS Software,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5345,Stronghold Legends: Steam Edition,40980,FireFly Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2009
5346,Trials of Azra,487160,Onion Core,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5347,"Gremlins, Inc. – Digital Artbook",459850,"Yaroslav Pavlyshynets,Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
5348,Artisan: Going Home Again,525050,Unseen Kingdom Studios,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2016
5349,BioShock 2: Minerva's Den Remastered,525720,"2K Marin,2K China,Digital Extremes,2K Australia,Blind Squirrel",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
5350,BioShock™ Remastered,409710,"2K Boston,2K Australia,Blind Squirrel,Feral Interactive (Mac)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
5351,BioShock™ 2 Remastered,409720,"2K Marin,2K China,Digital Extremes,2K Australia,Blind Squirrel",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
5352,Rustangelo PRO (Basic),527610,JaviteSoft,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016
5353,Rustangelo PRO (Advanced),528310,JaviteSoft,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016
5354,Rustangelo PRO (Ultimate),528330,JaviteSoft,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016
5355,Paladins®,444090,Hi-Rez Studios,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
5356,Paladins® - Founder's Pack,444120,Hi-Rez Studios,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
5357,Snooker-online multiplayer snooker game!,522660,TTCX Inc.,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2016
5358,Chaos Of Hearts,516530,Anime Hearts,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
5359,Lew Pulsipher's Doomstar,504750,Large Visible Machine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
5360,Spin Rush,528660,Crohack,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5361,Woodle Tree 2: Worlds,495350,Fabio Ferrara,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016
5362,Nevertales: Shattered Image Collector's Edition,527910,Mad Head Games,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5363,Pixel Puzzles Ultimate - Puzzle Pack: Angel Wings,521970,DL Softworks,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2016
5364,Minimized,521930,Crystal Box Team,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5365,Party Hard - Dark Castle,530180,Pinokl Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
5366,Tabletop Simulator - Viticulture,468733,"Berserk Games,Stonemaier Games",0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2016
5367,CODE OF PRINCESS - Original Soundtrack,471870,Studio Saizensen,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
5368,Bad ass babes,529000,Thatcher Productions,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5369,Diamond Joyce and the Secret of Crystal Cave,505400,Rake in Grass,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
5370,The Bunker,481110,"Splendy Interactive,Wales Interactive",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5371,Battlerite - Ultimate Fan Pack,524330,Stunlock Studios,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
5372,Wheels of Aurelia,508740,Santa Ragione,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5373,Seraph,425670,Dreadbit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5374,I Know a Tale,529450,Hoshko,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5375,Zenith,438420,Infinigon,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5376,NBA 2K17,385760,Visual Concepts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016
5377,Heart's Medicine - Time to Heal - Soundtrack,498590,Blue Giraffe,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5378,Heart's Medicine - Time to Heal,494230,Blue Giraffe,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5379,Pixel-Warfare: Pro,530240,Angel Iliev Hrisimov,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5380,Gravity Island,420370,"ILIKESCIFI Games,Clement Willay Games",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5381,FSX Steam Edition: North American T-6 Texan™ Add-On,491493,Virtavia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5382,Fractured Space,310380,Edge Case Games Ltd.,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2016
5383,Sorcery! Part 4,504800,inkle Ltd,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5384,FSX Steam Edition: North American F-86F-1 Sabre™ Add-On,491496,Virtavia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5385,FSX Steam Edition: Night Environment: California Add-On,494525,Chris Bell – Creative Design Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5386,Guns N' Boxes,483850,LightArrow Games,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5387,Thunder Gun: Revenge of the Mutants,492400,"Potato Interactive, LLC",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5388,hackmud,469920,Drizzly Bear,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2016
5389,Klang Soundtrack,529750,Tinimations,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5390,Klang,412660,Tinimations,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5391,Dog Sled Saga,286240,Trichotomy,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2016
5392,CHEXS,511810,Turnopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
5393,Pavilion,417150,Visiontrick Media,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5394,Vernon's Legacy,367010,TripleBrick,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5395,Children of a Dead Earth,476530,"Q Switched Productions, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016
5396,Space Incident,521940,Vogd3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5397,Cranium Conundrum,527790,Falling Star Games,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5398,VilleTown,527250,Laugical Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
5399,8infinity,526540,ENTERi,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5400,Legends of Time,514400,AstroBear Games,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
5401,Battles of Norghan,531110,Mitorah Games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
5402,Battles of Norghan Gold Version,534830,Mitorah Games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
5403,EARTHLOCK: Festival of Magic,258030,Snowcastle Games,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5404,Astroflux,489560,Fula Fisken,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016
5405,Measurement Problem,534960,Alchemist Studio,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5406,Lichtspeer,434740,Lichthund,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5407,Sig.NULL,501930,SaintHeiser,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5408,Lichtspeer Soundtrack,529430,Lichthund,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5409,Pixel Puzzles Ultimate - Puzzle Pack: Reptile,535720,DL Softworks,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2016
5410,Pixel Puzzles Ultimate - Puzzle Pack: Jigsaw,524420,DL Softworks,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2016
5411,Clustertruck OST,529050,"Landfall,Karl Flodin",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2016
5412,Clustertruck,397950,Landfall,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5413,Riding Club Championships,509420,Artplant,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2016
5414,Where's My What?,531860,EnsenaSoft,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5415,Killing Time at Lightspeed: Enhanced Edition Original Soundtrack,516370,Gritfish,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5416,Security Hole,503460,AnRaEl,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5417,TS Marketplace: New York – New Haven Scenario Pack 01 Add-On,376967,High Iron Simulations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5418,SHOCK TROOPERS 2nd Squad,465870,"SNK CORPORATION,DotEmu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5419,Homefront®: The Revolution - The Voice of Freedom,500270,Dambuster Studios,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5420,FSX Steam Edition: Night Environment: New York Add-On,494527,Chris Bell - Creative Design Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5421,Hacker Series,536510,exosyphen studios,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
5422,Just Hero Soundtrack,528290,Anatoliy Loginovskikh,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5423,Herolike,409040,Games Hut,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5424,Spa Mania 2,527930,Blue Lizard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5425,Anykey Simulator,513530,RiDeLy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5426,Guardian's Oath,531890,Nodamex,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5427,WildStar: Jumpstart Pack,522500,Carbine Studios,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2016
5428,Bloody Walls,531960,L. Stotch,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
5429,Hardware Engineering,525610,Pb Studios,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5430,Particle Fleet: Emergence,422900,Knuckle Cracker,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
5431,EM: Shader Attack,527490,Life Jumb DT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5432,"Deus Ex Machina, Game of the Year, 30th Anniversary Collector’s Edition",508910,"Potassium Frog Limited,Automata Source",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5433,Slightly Magic - 8bit Legacy Edition,476000,Colin Jones &amp; The Potassium Frog,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5434,GRAVEN The Purple Moon Prophecy,467490,Orchid Games,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5435,Microbits K,533220,André Bertaglia,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016
5436,Honey Rose: Underdog Fighter Extraordinaire,523680,Pehesse,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
5437,Sweet Candy Mahjong,532600,EnsenaSoft,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5438,StreetCraft,463540,"Lambda,恶魔橘子",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5439,Armies of Riddle CCG Fantasy Battle Card Game,527040,Game Scorpion Inc.,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2014
5440,Defense of Egypt: Cleopatra Mission,534010,First Games Interactive,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
5441,NEON Ultra,528270,Pixelbark Games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5442,Friday Night Bullet Arena,513840,Red Nexus Games Inc.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5443,Zombie Defense,533780,Home Net Games,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2016
5444,MinosMaze - The Minotaur's Labyrinth: Original Soundtrack,533230,RuVe Game Studio,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5445,Salmon Ninja,524050,Krax Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5446,EggK47,533850,Lorag Games,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5447,Fall of Freya (Alpha 1),503700,GOTY LLC,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
5448,Daily Chthonicle: Editor's Edition,490980,Sinister Systems,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2016
5449,Recursed,497780,Portponky,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5450,AquaNimble,498380,"DrinkingNails, LLC",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5451,ORION: Prelude (ULTIMATE EDITION),538190,"Trek Industries, Inc",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
5452,Desperate Times,513920,Yokcos,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5453,MegaTagmension Blanc Deluxe Pack,530580,"IDEA FACTORY,COMPILE HEART,TAMSOFT",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5454,MegaTagmension Blanc + Neptune VS Zombies (Neptunia),496810,"IDEA FACTORY,COMPILE HEART,TAMSOFT",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5455,Mythic Victory Arena,514200,Resi,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016
5456,Sentry Knight Tactics,503210,"Tyler Myers,Justin Wolf",1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
5457,PooShooter: Toilet Invaders,514390,FergaTroid Studios,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
5458,WarFire Original Video Games Soundtrack,538640,D&amp;K Games Studio,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5459,Pixel Puzzles Ultimate - Puzzle Pack: Japan,467260,DL Softworks,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2016
5460,Avalon Legends Solitaire 2,512260,Anawiki Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5461,Atlas Reactor – All Freelancers Pack,535200,Trion Worlds,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2016
5462,Zup!,533300,Quiet River,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5463,Platro,527550,Hipix Studio,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5464,Spellforge,489080,Paper Scorpion Co.,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5465,Secrets of Me,505070,Dogenzaka Lab,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5466,SparkDimension,477140,Asixa,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5467,Bugspeed Collider,415900,Skelefactor,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5468,Industry Manager: Future Technologies,384080,astragon Entertainment GmbH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5469,The Revenge of Johnny Bonasera,536430,Rafael García,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5470,Star Vikings Forever,488960,Rogue Snail,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
5471,Super Happy Singh,535290,Shrimasis Rout,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5472,The Silver Case: The Extra Contents,533570,"GRASSHOPPER MANUFACTURE INC.,AGM PLAYISM",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5473,"Duke Grabowski, Mighty Swashbuckler",472420,Venture Moon Industries,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5474,Best in Show Solitaire,514780,Graduate Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5475,Iron Sea - Lost Land,515171,Creobit,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
5476,Frog Climbers,485120,TeamCrew,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5477,The Metronomicon - Chiptune Challenge Pack 1,522650,Puuba,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5478,Civil War: 1862,532890,HexWar Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
5479,Inklings,498720,Applepine Games,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
5480,Eon Altar: Episode 2 - Whispers in the Catacombs,477890,Flying Helmet Games,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5481,Star Vikings Forever - Soundtrack,538860,Rogue Snail,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
5482,Riders of Icarus: Elite Grim Rider's Package,533600,WeMade,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2016
5483,Haunted Legends: The Queen of Spades Collector's Edition,533090,ERS G-Studios,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5484,Laser Disco Defenders,452920,Out Of Bounds,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5485,Aegis,530520,Innuendo Squad Studios,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5486,So Many Cubes,513590,exagongames,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
5487,Help Me Doctor,538560,AngryAngelGames,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5488,ColecoVision Flashback,529860,AtGames,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
5489,THOTH,510620,Carlsen Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5490,The Challenge,496440,Atum Software,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5491,Hyper Gods,423730,Ground Control Studios,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5492,Overdriven Reloaded,495680,TOMAGameStudio,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5493,Unforgiving Trials: The Space Crusade,535760,Amaterasu Software,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5494,The Escape DLC,469780,"Kamil Szczepanik,Bartosz Zajkowski",1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2016
5495,Tabletop Simulator - Spirits of the Rice Paddy,468724,"Berserk Games,Ape Games",0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2016
5496,Mr.President!,507010,Game Developer X,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5497,Scrap Garden - The Day Before,508390,"Egidijus Bachur,Alexey Davydov",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5498,Sleeping Valley,538590,White Dog,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5499,Major\Minor - Complete Edition,475490,Klace,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2016
5500,Zup! - DLC,542330,Quiet River,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5501,Rise of the Tomb Raider 20 Year Celebration Pack,505540,Crystal Dynamics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5502,BLUE REVOLVER,439490,Stellar Circle,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5503,Stellar Overload,397150,Cubical Drift,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5504,Cards of Cthulhu,536040,Awoker Games,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
5505,Puzzle Cube,539460,ThinkOfGames,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5506,Hidden Dimensions 3,531540,Stijn Van Cauter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
5507,TS Marketplace: BR Saint &amp; TPO Livery Pack Add-On,448203,Victory Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5508,Smash Up: Conquer the bases with your factions,446540,"Nomad Games,VooFoo Studios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
5509,FSX Steam Edition: CSA SportCruiser Add-On,494523,Alabeo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5510,Mantis Burn Racing®,446100,VooFoo Studios,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2016
5511,Along the Edge,504390,Nova-box,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
